gpu_memory_utilization,max_num_seqs,elapsed_time,num_requests,requests_per_second,tokens_per_second,status
0.9,1,2093.327899625059,1024,0.48917324427931763,313.0708763387633,OK
0.9,2,1095.433359534014,1024,0.9347898629229249,598.2655122706719,OK
0.9,4,571.3068140889518,1024,1.792381912393162,1147.1244239316236,OK
0.9,8,309.56762930518016,1024,3.307839396187361,2117.017213559911,OK
0.9,16,180.0116729303263,1024,5.68851999056939,3640.6527939644097,OK
0.9,32,120.76002609403804,1024,8.479627183937444,5426.961397719964,OK
0.9,64,85.60203479602933,1024,11.962332466044353,7655.892778268386,OK
0.9,128,69.95113628497347,1024,14.638790080954985,9368.82565181119,OK
0.9,256,75.3254959830083,1024,13.594334649067441,8700.374175403162,OK
