offload_group_size,layers_offloaded,elapsed_time,num_requests,requests_per_second,tokens_per_second,status
0,0,88.05719469627365,1024,11.628805613578477,7442.435592690225,OK
28,1,487.31680357595906,1024,2.101302463789117,1344.833576825035,OK
14,2,790.1135565079749,1024,1.2960162391412713,829.4503930504137,OK
7,4,1136.0936843371019,1024,0.9013341189353523,576.8538361186255,OK
4,7,1819.3433235650882,1024,0.5628404417883174,360.21788274452314,OK
