gpu_memory_utilization,max_num_seqs,elapsed_time,num_requests,requests_per_second,tokens_per_second,status
0.3,256,,,,FAILED
0.4,256,17.545190752018243,1024,58.36357178859444,37352.68594470044,OK
0.5,256,17.49178462428972,1024,58.54176814971966,37466.73161582058,OK
0.6,256,17.4771641199477,1024,58.590741207908515,37498.07437306145,OK
0.7,256,17.47409110609442,1024,58.601045043359115,37504.66882774983,OK
0.8,256,17.471880225930363,1024,58.608460380827324,37509.414643729484,OK
0.9,256,17.572619929909706,1024,58.272471838822824,37294.381976846606,OK
